"NAME,TEAM,POS,SALARY,2P%,2PA,3P%,3PA,AGE,ApG,BpG,DRtg,FT%,FTA,GP,MpG,ORtg,P+A,P+R,P+R+A,PpG,RpG,SpG,TO%,TOpG,TS%,USG%,VI,eFG%,PERFORMANCE,EFFICIENCY,PERF_Z,LOG_SALARY,EXPECTED_SALARY,VALUE"
"Andre Drummond,PHI,C,5000000,0.588,97.0,0.379,29.0,32.3,0.8,1.0,102.8,0.629,35.0,23.0,21.5,129.5,8.1,16.7,17.5,7.3,9.3,0.7,13.7,0.9,0.598,13.7,7.0,0.583,15.142,3.028,0.334,15.424948470398375,8576566.898,-3576566.898"
"Moritz Wagner,ORL,INACTIVE,5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,15.424948470398375,3444933.285,1555066.715"
"Nick Richards,PHO,C,5000000,0.517,60.0,0.0,0.0,28.0,0.3,0.5,103.1,0.679,28.0,23.0,9.7,103.9,3.9,6.9,7.2,3.5,3.3,0.1,26.7,1.0,0.56,17.8,6.2,0.517,3.407,0.681,-0.76,15.424948470398375,4229734.648,770265.352"
"Gradey Dick,TOR,G-F,4990560,0.508,61.0,0.315,73.0,22.1,0.7,0.1,111.6,0.842,38.0,26.0,15.8,108.8,6.9,8.2,8.8,6.3,1.9,0.6,8.8,0.5,0.541,16.9,5.1,0.489,7.477,1.498,-0.381,15.423058685879907,5404729.207,-414169.207"
"Malaki Branham,WAS,F,4962033,0.529,17.0,0.182,11.0,22.6,0.9,0.1,122.3,0.8,20.0,11.0,8.0,112.8,4.5,5.3,6.2,3.6,1.6,0.2,17.5,0.5,0.543,20.3,8.7,0.429,1.245,0.251,-0.961,15.417326093755904,3713297.28,1248735.72"
"Devin Carter,SAC,G,4923720,0.357,14.0,0.294,17.0,23.7,1.4,0.1,112.3,1.0,7.0,9.0,9.5,95.3,5.0,5.0,6.4,3.6,1.4,0.7,20.3,0.9,0.469,20.8,8.1,0.403,1.09,0.221,-0.976,15.409574900331707,3678649.971,1245070.029"
"Christian Braun,DEN,G,4921797,0.609,69.0,0.214,28.0,24.7,3.0,0.3,113.2,0.793,29.0,11.0,29.6,121.9,14.4,15.7,18.7,11.4,4.4,0.8,12.6,1.3,0.569,16.3,7.2,0.526,9.427,1.915,-0.199,15.409184265685614,6078302.694,-1156505.694"
"Carter Bryant,SAS,F,4900320,0.391,23.0,0.286,28.0,20.0,0.1,0.1,106.3,0.75,4.0,18.0,7.9,87.4,2.6,4.2,4.2,2.5,1.7,0.2,10.5,0.3,0.426,17.4,3.8,0.412,1.403,0.286,-0.947,15.404811067070952,3748808.226,1151511.774"
"Walker Kessler,UTA,C,4878938,0.69,29.0,0.75,8.0,24.4,3.0,1.8,106.9,0.7,20.0,5.0,30.8,129.5,17.4,25.2,28.2,14.4,10.8,1.4,30.0,3.2,0.786,16.4,10.1,0.784,6.3,1.291,-0.49,15.4004381311952,5034991.674,-156053.674"
"Jordan Hawkins,NOP,G,4741320,0.353,51.0,0.333,69.0,23.6,0.9,0.1,124.5,0.667,12.0,22.0,14.4,97.1,6.0,6.8,7.6,5.1,1.6,0.1,7.7,0.5,0.451,17.9,5.4,0.438,3.964,0.836,-0.708,15.371826135915278,4374131.572,367188.428"
"Blake Wesley,WAS,G,7022602,0.5,24.0,0.2,10.0,22.7,3.2,0.2,104.1,0.6,10.0,6.0,16.4,103.3,9.2,8.3,11.5,6.0,2.3,1.7,17.0,1.2,0.469,18.4,8.6,0.441,2.113,0.301,-0.881,15.764644362596954,3912470.454,3110131.546"
"Bub Carrington,WAS,G,4677600,0.304,79.0,0.422,90.0,20.4,4.4,0.1,121.1,0.72,25.0,23.0,26.4,97.6,12.2,11.3,15.7,7.8,3.5,0.5,23.1,2.2,0.5,15.9,7.5,0.479,11.487,2.456,-0.007,15.358295715843598,6881652.562,-2204052.562"
"Thomas Sorber,OKC,INACTIVE,4655040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,15.353461061567234,3444933.285,1210106.715"
"Kobe Bufkin,BRK,INACTIVE,4503720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,15.320414279906517,3444933.285,1058786.715"
"Jose Alvarado,NOP,G,4500000,0.543,70.0,0.376,117.0,27.7,3.3,0.1,116.2,0.833,18.0,25.0,22.5,112.8,12.2,11.8,15.1,8.9,2.9,1.0,15.4,1.4,0.572,17.0,7.8,0.556,13.536,3.008,0.184,15.319587954740548,7785528.454,-3285528.454"
"Nikola Jovic,MIA,F,4445417,0.5,58.0,0.283,60.0,22.5,2.8,0.4,104.0,0.718,39.0,18.0,19.3,96.2,10.4,11.3,14.2,7.6,3.7,0.6,22.8,1.9,0.507,20.0,8.9,0.462,6.876,1.547,-0.437,15.307384235803292,5212664.569,-767247.569"
"Kel'el Ware,MIA,C,4443360,0.582,146.0,0.421,57.0,21.6,0.6,1.3,103.1,0.833,48.0,25.0,24.1,128.0,11.8,21.4,22.0,11.3,10.1,1.0,11.7,1.1,0.629,17.0,6.8,0.596,21.442,4.826,0.921,15.306921404969147,12534478.037,-8091118.037"
"Yang Hansen,POR,C,4422360,0.458,24.0,0.063,16.0,20.5,0.8,0.4,109.1,0.9,10.0,13.0,7.7,84.8,3.4,4.4,5.2,2.6,1.8,0.0,18.2,0.7,0.383,21.1,8.1,0.313,0.905,0.205,-0.993,15.30218404821201,3637899.53,784460.47"
"Peyton Watson,DEN,G,4356476,0.565,124.0,0.388,67.0,23.3,1.7,1.2,110.6,0.714,56.0,24.0,27.0,117.7,12.4,15.8,17.4,10.8,5.0,0.9,13.9,1.3,0.598,16.3,6.7,0.571,18.932,4.346,0.687,15.287174031628778,10775909.816,-6419433.816"
"Miles McBride,NYK,G,4333333,0.421,57.0,0.444,124.0,25.3,2.5,0.3,113.0,0.792,24.0,20.0,27.0,128.4,14.1,14.1,16.6,11.6,2.5,0.7,7.6,0.8,0.606,16.1,6.2,0.588,15.794,3.645,0.394,15.281847549834621,8919855.068,-4586522.068"
"Keyonte George,UTA,G,4278960,0.513,232.0,0.342,155.0,22.1,6.8,0.3,118.4,0.911,168.0,24.0,33.4,116.1,29.7,26.9,33.7,22.9,4.0,0.9,18.0,3.5,0.597,27.8,10.2,0.513,31.118,7.272,1.822,15.269220547376761,22451521.44,-18172561.44"
"Jared McCain,PHI,G,4221360,0.412,51.0,0.35,60.0,21.8,1.6,0.0,109.9,0.833,6.0,15.0,17.8,98.4,8.9,9.2,10.8,7.3,1.9,0.8,10.5,0.9,0.484,19.9,6.3,0.473,4.793,1.135,-0.631,15.255667908974315,4597936.545,-376576.545"
"Joan Beringer,MIN,F,4201080,0.727,11.0,0.0,0.0,19.1,0.0,0.2,88.2,0.667,3.0,9.0,4.1,124.7,2.0,3.3,3.3,2.0,1.3,0.1,15.0,0.2,0.731,16.3,0.0,0.727,0.7,0.167,-1.012,15.25085219305518,3593360.945,607719.055"
"Kevin Love,UTA,F-C,4150000,0.65,20.0,0.358,53.0,37.3,1.7,0.3,111.1,0.778,18.0,15.0,15.0,126.0,8.2,11.0,12.7,6.5,4.5,0.3,13.0,0.7,0.599,16.7,9.8,0.568,5.422,1.306,-0.572,15.238618892206881,4775413.317,-625413.317"
"Dalton Knecht,LAL,F,4010160,0.614,44.0,0.362,58.0,24.7,0.6,0.4,112.6,0.667,15.0,20.0,15.1,117.0,7.0,8.2,8.8,6.4,1.9,0.4,7.3,0.4,0.585,16.8,5.1,0.574,6.099,1.521,-0.509,15.204341698736135,4974341.633,-964181.633"
"Ryan Rollins,MIL,G,4000000,0.53,215.0,0.393,150.0,23.4,6.0,0.3,112.6,0.782,55.0,26.0,32.1,112.3,23.2,21.3,27.3,17.2,4.1,1.7,15.9,2.7,0.576,24.2,9.4,0.555,29.739,7.435,1.694,15.201804919084164,20661349.822,-16661349.822"
"Dwight Powell,DAL,F-C,4000000,0.64,25.0,0.0,0.0,34.4,0.9,0.2,98.1,0.733,30.0,21.0,11.1,141.8,3.5,4.7,5.6,2.6,2.1,0.5,26.2,0.4,0.707,8.6,6.1,0.64,5.284,1.321,-0.585,15.201804919084164,4735931.782,-735931.782"
"Walter Clayton Jr.,UTA,G,3991320,0.549,51.0,0.309,55.0,22.8,3.6,0.2,113.4,0.958,24.0,20.0,16.7,113.5,10.1,8.7,12.2,6.5,2.2,0.5,20.2,1.4,0.558,17.6,8.9,0.505,6.978,1.748,-0.427,15.199632561222508,5244933.879,-1253613.879"
"Jaime Jaquez Jr.,MIA,G,3861600,0.553,257.0,0.222,36.0,24.8,5.0,0.3,108.4,0.767,86.0,24.0,29.2,114.6,20.6,21.4,26.4,15.6,5.8,0.7,14.6,2.1,0.565,22.2,10.5,0.526,23.859,6.179,1.146,15.16659216332842,14499318.54,-10637718.54"
"Nolan Traore,BRK,G,3811560,0.0,4.0,0.286,7.0,19.5,1.0,0.0,108.3,0.5,2.0,5.0,8.8,77.6,2.4,1.8,2.8,1.4,0.4,0.4,15.1,0.4,0.295,13.6,3.7,0.273,0.267,0.07,-1.053,15.153549112120487,3500803.348,310756.652"
"Tristan da Silva,ORL,F,3809520,0.531,98.0,0.378,111.0,24.6,1.2,0.2,109.9,0.815,27.0,25.0,23.6,112.1,11.3,14.1,15.3,10.1,4.0,0.8,10.7,1.0,0.57,17.4,6.2,0.55,14.568,3.824,0.28,15.153013754914232,8284870.244,-4475350.244"
"Gary Trent Jr.,MIL,G,3697105,0.469,64.0,0.37,154.0,26.9,1.8,0.1,119.6,0.793,29.0,26.0,27.7,108.1,11.5,11.1,12.9,9.8,1.3,0.8,8.4,0.8,0.55,15.3,4.1,0.53,15.499,4.192,0.367,15.123060638922002,8762658.569,-5065553.569"
"Brandin Podziemski,GSW,G,3687960,0.484,126.0,0.392,125.0,22.8,3.1,0.2,107.9,0.767,60.0,26.0,27.5,112.8,15.2,16.7,19.8,12.1,4.6,1.2,13.4,1.5,0.568,18.7,8.1,0.536,20.962,5.684,0.876,15.120584017612819,12177438.113,-8489478.113"
"Svi Mykhailiuk,UTA,G-F,3675000,0.698,53.0,0.373,118.0,28.5,2.1,0.1,121.7,0.875,8.0,24.0,26.0,119.0,11.0,11.5,13.7,8.9,2.7,0.5,11.4,0.9,0.61,12.9,5.7,0.602,14.507,3.948,0.274,15.117063690629074,8254514.32,-4579514.32"
"Kasparas Jakucionis,MIA,G,3658800,0.0,2.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.7,0.0,0.0,0.002,0.0,-1.077,15.112645782764346,3445293.357,213506.643"
"Ja'Kobe Walter,TOR,G,3638160,0.459,37.0,0.397,68.0,21.3,0.8,0.1,106.2,0.75,16.0,23.0,16.6,110.2,6.3,7.6,8.3,5.5,2.0,1.0,13.2,0.7,0.567,14.2,5.0,0.548,7.286,2.003,-0.399,15.10698861730201,5343003.43,-1704843.43"
"Gary Harris,MIL,G,3634153,0.467,15.0,0.333,18.0,31.2,1.2,0.2,113.9,1.0,4.0,17.0,14.5,106.3,3.4,3.5,4.8,2.1,1.4,0.7,21.2,0.5,0.518,7.8,4.2,0.485,3.456,0.951,-0.755,15.105886629418512,4242221.92,-608068.92"
"Cam Whitmore,WAS,F,3539760,0.54,113.0,0.286,56.0,21.4,0.7,0.4,122.3,0.742,31.0,21.0,16.9,104.5,9.9,12.0,12.7,9.2,2.8,0.7,9.6,0.9,0.528,23.7,6.2,0.503,7.108,2.008,-0.415,15.079569486201494,5285996.627,-1746236.627"
"Will Riley,WAS,F,3512520,0.568,37.0,0.278,18.0,19.8,1.0,0.1,123.9,0.765,17.0,17.0,10.8,111.0,5.1,5.9,6.9,4.1,1.8,0.3,17.8,0.7,0.56,16.9,7.2,0.518,2.703,0.769,-0.826,15.071844286558106,4054044.596,-541524.596"
"Jaylon Tyson,CLE,G-F,3492480,0.596,99.0,0.463,95.0,23.0,2.0,0.7,106.1,0.767,30.0,21.0,27.8,133.7,15.0,18.4,20.3,13.0,5.4,1.0,8.9,0.9,0.659,15.9,7.5,0.644,20.617,5.903,0.844,15.06612264353995,11926975.73,-8434495.73"
"P.J. Tucker,NYK,INACTIVE,3468960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,15.059365395184917,3444933.285,24026.715"
"Jaxson Hayes,LAL,C-F,3449323,0.721,61.0,1.0,1.0,25.6,1.0,0.8,109.1,0.621,29.0,21.0,16.8,148.9,6.1,9.1,10.1,5.2,4.0,0.3,12.6,0.4,0.729,10.3,6.5,0.734,9.864,2.86,-0.158,15.053688537867489,6240755.672,-2791432.672"
"Noah Clowney,BRK,F-C,3398640,0.538,78.0,0.353,153.0,21.4,1.8,0.8,114.1,0.818,88.0,24.0,28.3,111.0,15.1,17.0,18.9,13.3,3.8,0.7,15.7,1.8,0.59,19.8,6.4,0.532,18.475,5.436,0.644,15.03888590956505,10483026.332,-7084386.332"
"Drake Powell,BRK,G-F,3372240,0.571,42.0,0.364,33.0,20.3,2.0,0.2,113.8,0.944,18.0,17.0,18.2,112.8,7.9,7.6,9.6,5.9,1.6,0.8,20.1,1.1,0.609,14.1,5.9,0.56,6.026,1.787,-0.516,15.031087769948332,4952503.257,-1580263.257"
"Yves Missi,NOP,C,3353040,0.553,85.0,0.0,0.0,21.6,1.2,1.1,116.6,0.538,26.0,19.0,19.2,123.1,6.9,11.3,12.5,5.7,5.6,0.2,18.2,1.0,0.56,13.2,7.0,0.553,8.453,2.521,-0.29,15.025377954992479,5731964.275,-2378924.275"
"Taurean Prince,MIL,F,3303774,0.5,10.0,0.429,28.0,31.7,1.0,0.3,111.0,1.0,3.0,8.0,21.1,112.6,7.1,7.8,8.8,6.1,1.6,0.8,11.5,0.6,0.623,11.6,4.1,0.605,3.402,1.03,-0.761,15.01057600934644,4228308.129,-924534.129"
"Dariq Whitehead,BRK,INACTIVE,3262560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.998022721248574,3444933.285,-182373.285"
"Asa Newell,ATL,F,3237480,0.63,27.0,0.5,24.0,20.2,0.4,0.3,108.3,0.75,12.0,16.0,9.0,135.2,5.4,6.6,7.0,4.9,1.6,0.4,10.5,0.4,0.702,18.2,6.5,0.686,3.188,0.985,-0.78,14.99030580736467,4174165.885,-936685.885"
"DaRon Holmes II,DEN,F,3218760,0.0,0.0,1.0,1.0,23.3,0.0,0.0,0.0,0.0,0.0,2.0,2.2,0.0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,1.5,9.7,0.0,1.5,0.064,0.02,-1.072,14.984506750185474,3458160.58,-239400.58"
"Kris Murray,POR,F,3132000,0.576,66.0,0.255,47.0,25.3,1.1,0.3,114.5,0.682,22.0,23.0,24.9,110.6,6.6,9.6,10.7,5.5,4.0,1.2,16.3,1.0,0.518,10.0,4.6,0.496,11.446,3.655,-0.011,14.957182336092831,6864673.141,-3732673.141"
"Nique Clifford,SAC,G,3108120,0.46,50.0,0.282,39.0,23.8,1.4,0.3,111.9,0.667,18.0,21.0,16.7,95.1,5.8,7.0,8.4,4.3,2.7,0.4,17.5,0.9,0.469,14.0,6.1,0.444,5.049,1.625,-0.607,14.949528599762937,4669499.083,-1561379.083"
"Nassir Little,PHO,INACTIVE,3107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.949214212420664,3444933.285,-337790.285"
"AJ Johnson,WAS,G,3090480,0.2,10.0,0.0,3.0,21.0,0.4,0.0,125.6,0.75,4.0,10.0,4.5,67.4,1.1,1.3,1.7,0.7,0.6,0.0,13.0,0.2,0.237,15.6,4.9,0.154,0.027,0.009,-1.075,14.943836976615776,3450437.496,-359957.496"
"De'Anthony Melton,GSW,G,3080921,0.533,15.0,0.273,11.0,27.5,1.7,0.3,102.2,0.786,14.0,3.0,19.6,106.0,13.7,13.3,15.0,12.0,1.3,1.7,16.0,1.7,0.56,26.8,6.1,0.481,1.478,0.48,-0.94,14.940739136224428,3765802.496,-684881.496"
"Shake Milton,LAL,INACTIVE,3000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.914122846632385,3444933.285,-444933.285"
"Kyle Filipowski,UTA,C,3000000,0.549,102.0,0.328,64.0,22.1,2.4,0.5,110.0,0.722,54.0,23.0,22.5,117.8,11.7,15.6,18.0,9.3,6.3,0.6,14.0,1.2,0.564,17.2,9.2,0.527,14.276,4.759,0.253,14.914122846632385,8140367.168,-5140367.168"
"Ajay Mitchell,OKC,G,3000000,0.518,191.0,0.346,81.0,23.5,3.6,0.3,101.2,0.88,83.0,25.0,26.3,115.6,17.8,17.4,21.1,14.2,3.2,1.4,12.8,1.6,0.575,22.9,8.3,0.518,21.199,7.066,0.898,14.914122846632385,12352192.787,-9352192.787"
"Julian Champagnie,SAS,F,3000000,0.574,54.0,0.381,147.0,24.5,1.5,0.5,111.7,0.843,51.0,24.0,28.8,121.0,12.8,16.9,18.3,11.4,5.5,1.0,11.4,1.1,0.611,15.2,6.3,0.572,20.47,6.823,0.83,14.914122846632385,11821926.412,-8821926.412"
"Jase Richardson,ORL,G,2983320,0.55,20.0,0.429,14.0,20.2,0.9,0.0,108.6,0.778,9.0,14.0,6.7,128.5,4.3,4.3,5.2,3.4,0.9,0.2,10.4,0.3,0.619,18.8,8.4,0.588,1.705,0.572,-0.919,14.908547332299198,3817654.49,-834334.49"
"Kyshawn George,WAS,F,2966760,0.496,123.0,0.444,117.0,22.0,4.7,0.9,113.9,0.755,53.0,21.0,31.2,107.2,19.8,20.9,25.5,15.1,5.7,1.1,22.3,3.3,0.604,21.2,9.5,0.579,20.669,6.967,0.849,14.902981006213539,11964416.516,-8997656.516"
"Tony Bradley,IND,C-F,2940876,0.592,71.0,0.0,1.0,27.9,0.6,0.2,105.0,0.724,29.0,22.0,11.7,132.9,5.4,7.4,8.0,4.8,2.6,0.1,11.1,0.4,0.619,15.2,6.7,0.583,5.524,1.878,-0.563,14.894218054117516,4804872.01,-1863996.01"
"Marcus Sasser,DET,G,2886720,1.0,2.0,0.5,2.0,25.2,1.5,0.0,84.4,0.0,0.0,2.0,4.2,190.3,5.0,3.5,5.0,3.5,0.0,0.0,0.0,0.0,0.875,19.5,0.0,0.875,0.269,0.093,-1.052,14.875631467450411,3501308.317,-614588.317"
"Ben Saraf,BRK,G,2884560,0.448,29.0,0.273,33.0,19.7,2.8,0.3,116.8,0.8,15.0,12.0,16.9,91.4,8.3,7.0,9.8,5.4,1.6,0.7,26.9,1.9,0.474,19.4,6.8,0.427,2.805,0.972,-0.816,14.87488293329478,4079034.674,-1194474.674"
"Pacome Dadiet,NYK,F,2847600,0.333,3.0,0.0,3.0,20.4,0.2,0.0,0.0,1.0,2.0,9.0,2.4,0.0,0.7,1.0,1.2,0.4,0.6,0.0,0.0,0.0,0.291,13.3,6.1,0.167,0.068,0.024,-1.071,14.861987092211855,3458973.666,-611373.666"
"Danny Wolf,BRK,F,2801280,0.438,32.0,0.5,30.0,21.6,1.7,0.3,115.0,0.833,18.0,10.0,16.8,114.7,10.5,13.0,14.7,8.8,4.2,0.2,19.4,1.5,0.629,21.7,9.5,0.589,3.79,1.353,-0.724,14.845587013544613,4328529.547,-1527249.547"
"Ben Sheppard,IND,G,2790720,0.475,59.0,0.273,88.0,24.4,2.0,0.1,113.5,0.789,19.0,22.0,24.9,102.7,8.5,10.6,12.5,6.5,4.1,0.6,9.2,0.7,0.46,12.9,6.0,0.435,10.706,3.836,-0.08,14.841810185020758,6565384.078,-3774664.078"
"Hugo Gonzalez,BOS,G,2783880,0.528,36.0,0.476,21.0,19.9,0.6,0.2,102.7,0.429,7.0,20.0,11.5,114.5,4.1,5.6,6.2,3.6,2.1,0.7,16.1,0.6,0.591,13.2,5.8,0.596,4.178,1.501,-0.688,14.83935619605919,4430732.306,-1646852.306"
"Liam McNeeley,CHO,F,2763960,0.364,22.0,0.409,44.0,20.2,0.9,0.1,110.1,0.826,23.0,18.0,14.1,118.4,5.8,7.4,8.3,4.9,2.4,0.2,13.1,0.6,0.585,14.3,6.2,0.53,4.672,1.69,-0.642,14.832174991984951,4564482.782,-1800522.782"
"Dillon Jones,WAS,INACTIVE,2753280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.828303486181392,3444933.285,-691653.285"
"Yanic Konan Niederhauser,LAC,C,2743800,0.722,18.0,0.0,0.0,22.8,0.3,0.3,117.3,0.5,10.0,11.0,5.2,133.8,3.1,4.2,4.5,2.8,1.4,0.0,14.1,0.3,0.692,19.7,8.1,0.722,1.046,0.381,-0.98,14.824854378874202,3668941.546,-925141.546"
"Nick Smith Jr.,CHO,G,2710680,0.444,27.0,0.483,29.0,21.7,1.6,0.2,116.4,0.667,6.0,9.0,14.8,106.7,9.3,8.9,10.4,7.8,1.1,0.9,16.3,1.2,0.597,22.7,6.5,0.589,2.582,0.952,-0.837,14.812710083889321,4024534.773,-1313854.773"
"Brice Sensabaugh,UTA,F,2693760,0.516,62.0,0.35,103.0,22.1,1.2,0.2,112.1,0.848,33.0,23.0,15.7,111.1,9.9,11.2,12.3,8.7,2.5,0.7,10.3,0.8,0.557,22.4,7.6,0.521,7.889,2.929,-0.342,14.806448545124288,5540618.507,-2846858.507"
"Julian Strawther,DEN,G,2674200,0.643,14.0,0.125,16.0,23.7,0.4,0.1,110.5,0.692,13.0,9.0,7.9,95.6,4.1,5.2,5.7,3.7,1.6,0.0,9.0,0.3,0.462,23.3,6.7,0.4,0.84,0.314,-0.999,14.799160828162702,3623784.486,-949584.486"
"Terrence Shannon Jr.,MIN,G-F,2674080,0.417,36.0,0.4,25.0,25.4,0.9,0.1,107.1,0.76,25.0,16.0,14.1,104.4,5.8,6.6,7.5,4.9,1.7,0.4,18.6,0.9,0.549,16.2,5.6,0.492,3.524,1.318,-0.749,14.799115953922753,4259513.139,-1585433.139"
"Ryan Dunn,PHO,F,2657760,0.563,80.0,0.302,53.0,22.9,1.9,0.6,106.9,0.667,18.0,20.0,23.2,116.3,9.4,12.5,14.3,7.5,5.0,1.4,12.5,1.0,0.532,14.4,7.1,0.519,12.198,4.589,0.059,14.792994220724903,7182468.973,-4524708.973"
"Kobe Brown,LAC,F,2654880,0.667,18.0,0.273,33.0,25.9,1.1,0.1,118.3,0.833,12.0,16.0,12.0,111.3,4.9,6.0,7.1,3.8,2.2,0.4,16.3,0.6,0.542,15.1,7.0,0.5,3.008,1.133,-0.797,14.791910013896615,4129361.672,-1474481.672"
"Isaiah Collier,UTA,G,2638200,0.532,62.0,0.357,14.0,21.2,5.3,0.3,118.3,0.673,52.0,16.0,20.6,112.5,12.6,9.2,14.5,7.3,1.9,0.4,30.2,2.1,0.587,16.3,8.1,0.533,7.146,2.709,-0.412,14.785607424396957,5298166.894,-2659966.894"
"Baylor Scheierman,BOS,G,2619000,0.8,10.0,0.472,36.0,25.2,0.7,0.1,108.1,1.0,1.0,21.0,11.9,137.0,4.0,5.1,5.8,3.2,1.9,0.5,14.7,0.4,0.732,9.3,5.4,0.728,5.365,2.049,-0.578,14.778303123489849,4759205.297,-2140205.297"
"Xavier Tillman,BOS,F,2546675,0.733,15.0,0.231,13.0,26.9,0.5,0.2,109.6,0.0,0.0,11.0,9.4,119.7,3.3,5.0,5.5,2.8,2.2,0.5,12.5,0.4,0.554,13.3,6.2,0.554,1.768,0.694,-0.913,14.750299144720548,3832126.83,-1285451.83"
"Chuma Okeke,CLE,INACTIVE,2546675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.750299144720548,3444933.285,-898258.285"
"Cam Spencer,MEM,G,2537989,0.523,65.0,0.492,120.0,25.7,3.9,0.1,110.3,0.911,45.0,25.0,21.4,131.9,15.3,13.6,17.4,11.4,2.1,0.8,14.3,1.2,0.698,18.3,8.5,0.662,16.53,6.513,0.463,14.746882593125722,9324286.31,-6786297.31"
"Luka Garza,BOS,C,2461463,0.644,45.0,0.44,25.0,27.0,0.8,0.4,99.0,0.774,31.0,19.0,13.1,149.9,6.8,9.5,10.3,6.1,3.5,0.3,10.2,0.4,0.687,15.8,7.9,0.65,6.977,2.835,-0.427,14.716266446582551,5244495.959,-2783032.959"
"Sandro Mamukelashvili,TOR,F-C,2461463,0.607,107.0,0.368,68.0,26.6,1.7,0.6,109.6,0.776,49.0,25.0,19.5,125.1,11.4,14.0,15.8,9.7,4.3,0.5,10.7,0.8,0.618,18.9,8.5,0.586,13.637,5.54,0.193,14.716266446582551,7832918.661,-5371455.661"
"Trendon Watford,PHI,G-F,2461463,0.571,70.0,0.389,18.0,25.1,3.6,0.2,103.2,0.8,30.0,14.0,20.4,122.6,12.5,13.6,17.2,8.9,4.7,0.4,19.2,1.5,0.618,17.9,10.4,0.574,7.884,3.203,-0.343,14.716266446582551,5538840.091,-3077377.091"
"Jericho Sims,MIL,C,2461463,0.828,29.0,0.0,0.0,27.1,0.7,0.3,109.9,0.714,7.0,20.0,14.1,135.0,3.3,6.2,6.9,2.7,3.6,0.2,35.3,0.8,0.826,7.5,5.4,0.828,6.122,2.487,-0.507,14.716266446582551,4981279.078,-2519816.078"
"Dru Smith,MIA,G,2378870,0.5,70.0,0.358,53.0,28.0,2.8,0.3,105.2,0.788,33.0,25.0,16.8,117.2,8.9,8.7,11.5,6.1,2.6,1.4,16.3,1.0,0.556,15.7,8.4,0.516,10.058,4.228,-0.14,14.68213614298327,6314078.368,-3935208.368"
"Josh Minott,BOS,F,2378870,0.582,55.0,0.456,68.0,23.0,1.3,0.5,109.7,0.75,24.0,24.0,19.2,136.7,8.6,11.8,13.1,7.3,4.5,0.8,11.5,0.7,0.655,13.9,7.3,0.638,12.891,5.419,0.124,14.68213614298327,7488933.054,-5110063.054"
"Justin Champagnie,WAS,G-F,2349578,0.543,46.0,0.25,28.0,24.5,0.9,0.4,116.7,0.862,29.0,21.0,13.3,129.9,5.5,8.5,9.4,4.6,4.0,0.7,8.6,0.3,0.553,14.0,7.7,0.48,6.187,2.633,-0.501,14.669746295526831,5000727.68,-2651149.68"
"Jordan Goodwin,PHO,G,2349578,0.495,95.0,0.37,81.0,27.1,2.0,0.1,110.3,0.75,12.0,22.0,20.5,113.5,10.8,13.0,15.0,8.8,4.2,1.5,12.4,1.1,0.532,19.2,8.2,0.523,11.437,4.868,-0.012,14.669746295526831,6860726.255,-4511148.255"
